1,September 9,nwe,sea
1,September 10,sfo,ram
1,September 13,chi,car
1,September 13,tam,cin
1,September 13,rav,clt
1,September 13,nor,det
1,September 13,buf,htx
1,September 13,cle,jax
1,September 13,nyj,oti
1,September 13,atl,pit
1,September 13,gnb,min
1,September 13,was,phi
1,September 13,mia,rai
1,September 13,crd,sdg
1,September 13,dal,nyg
1,September 14,den,kan
2,September 17,det,buf
2,September 20,car,atl
2,September 20,min,chi
2,September 20,cin,htx
2,September 20,pit,nwe
2,September 20,gnb,nyj
2,September 20,phi,oti
2,September 20,nor,rav
2,September 20,cle,tam
2,September 20,jax,den
2,September 20,rai,sdg
2,September 20,sea,crd
2,September 20,was,dal
2,September 20,mia,sfo
2,September 20,clt,kan
2,September 21,nyg,ram
3,September 24,atl,gnb
3,September 27,sdg,buf
3,September 27,car,cle
3,September 27,htx,clt
3,September 27,nyj,det
3,September 27,nwe,jax
3,September 27,kan,mia
3,September 27,oti,nyg
3,September 27,cin,pit
3,September 27,sea,was
3,September 27,crd,sfo
3,September 27,min,tam
3,September 27,rav,dal
3,September 27,rai,nor
3,September 27,ram,den
3,September 28,phi,chi
4,October 1,pit,cle
4,October 4,clt,was
4,October 4,nwe,buf
4,October 4,nyj,chi
4,October 4,jax,cin
4,October 4,dal,htx
4,October 4,crd,nyg
4,October 4,ram,phi
4,October 4,oti,rav
4,October 4,gnb,tam
4,October 4,mia,min
4,October 4,kan,rai
4,October 4,sdg,sea
4,October 4,den,sfo
4,October 4,det,car
4,October 5,atl,nor
5,October 8,tam,dal
5,October 11,phi,jax
5,October 11,cin,mia
5,October 11,min,nor
5,October 11,rai,nwe
5,October 11,cle,nyj
5,October 11,htx,oti
5,October 11,clt,pit
5,October 11,nyg,was
5,October 11,den,sdg
5,October 11,det,crd
5,October 11,chi,gnb
5,October 11,sfo,sea
5,October 11,rav,atl
5,October 12,buf,ram
6,October 15,sea,den
6,October 18,htx,jax
6,October 18,chi,atl
6,October 18,rav,cle
6,October 18,oti,clt
6,October 18,nyj,nwe
6,October 18,nor,nyg
6,October 18,car,phi
6,October 18,pit,tam
6,October 18,crd,ram
6,October 18,sdg,kan
6,October 18,buf,rai
6,October 18,dal,gnb
6,October 19,was,sfo
7,October 22,nwe,chi
7,October 25,pit,nor
7,October 25,sfo,atl
7,October 25,tam,car
7,October 25,nyg,htx
7,October 25,clt,min
7,October 25,mia,nyj
7,October 25,cle,oti
7,October 25,cin,rav
7,October 25,den,crd
7,October 25,gnb,det
7,October 25,ram,rai
7,October 25,kan,sea
7,October 26,dal,phi
8,October 29,car,gnb
8,November 1,rav,buf
8,November 1,oti,cin
8,November 1,crd,dal
8,November 1,min,det
8,November 1,clt,jax
8,November 1,rai,nyj
8,November 1,cle,pit
8,November 1,atl,tam
8,November 1,sdg,ram
8,November 1,kan,den
8,November 1,nwe,mia
8,November 1,phi,was
8,November 2,chi,sea
9,November 5,jax,rav
9,November 8,cin,atl
9,November 8,den,car
9,November 8,dal,clt
9,November 8,nyj,kan
9,November 8,det,mia
9,November 8,cle,nor
9,November 8,nyg,phi
9,November 8,ram,was
9,November 8,htx,sdg
9,November 8,rai,sfo
9,November 8,gnb,nwe
9,November 8,crd,sea
9,November 8,tam,chi
9,November 9,buf,min
10,November 12,was,nyg
10,November 15,nwe,det
10,November 15,kan,atl
10,November 15,htx,cle
10,November 15,mia,clt
10,November 15,min,gnb
10,November 15,car,nor
10,November 15,buf,nyj
10,November 15,jax,oti
10,November 15,ram,crd
10,November 15,sea,rai
10,November 15,sfo,dal
10,November 15,pit,cin
10,November 16,sdg,rav
11,November 19,clt,htx
11,November 22,mia,buf
11,November 22,rav,car
11,November 22,nor,chi
11,November 22,oti,dal
11,November 22,tam,det
11,November 22,crd,kan
11,November 22,jax,nyg
11,November 22,nyj,sdg
11,November 22,rai,den
11,November 22,pit,phi
11,November 22,min,sfo
11,November 23,cin,was
12,November 25,gnb,ram
12,November 26,chi,det
12,November 26,phi,dal
12,November 26,kan,buf
12,November 27,den,pit
12,November 29,nor,cin
12,November 29,rai,cle
12,November 29,nyg,clt
12,November 29,rav,htx
12,November 29,nyj,mia
12,November 29,atl,min
12,November 29,oti,jax
12,November 29,was,crd
12,November 29,sea,sfo
12,November 29,nwe,sdg
12,November 30,car,tam
13,December 3,kan,ram
13,December 6,det,atl
13,December 6,jax,chi
13,December 6,cin,cle
13,December 6,gnb,nor
13,December 6,sfo,nyg
13,December 6,was,oti
13,December 6,sdg,tam
13,December 6,phi,crd
13,December 6,mia,den
13,December 6,car,min
13,December 6,buf,nwe
13,December 6,htx,pit
13,December 7,dal,sea
14,December 10,min,nwe
14,December 13,nor,car
14,December 13,atl,cle
14,December 13,oti,det
14,December 13,chi,mia
14,December 13,den,nyj
14,December 13,clt,phi
14,December 13,tam,rav
14,December 13,htx,was
14,December 13,sdg,rai
14,December 13,kan,cin
14,December 13,nyg,sea
14,December 13,ram,sfo
14,December 13,buf,gnb
14,December 14,pit,jax
15,December 17,sfo,sdg
15,December 19,sea,phi
15,December 19,chi,buf
15,December 20,cin,car
15,December 20,mia,gnb
15,December 20,jax,htx
15,December 20,cle,nyg
15,December 20,clt,oti
15,December 20,rav,pit
15,December 20,nor,tam
15,December 20,atl,was
15,December 20,nyj,crd
15,December 20,den,rai
15,December 20,dal,ram
15,December 20,det,min
15,December 21,nwe,kan
16,December 24,htx,phi
16,December 25,gnb,chi
16,December 25,buf,den
16,December 25,ram,sea
16,December 27,tam,atl
16,December 27,cin,clt
16,December 27,sdg,mia
16,December 27,was,min
16,December 27,crd,nor
16,December 27,nwe,nyj
16,December 27,car,pit
16,December 27,cle,rav
16,December 27,oti,rai
16,December 27,sfo,kan
16,December 27,jax,dal
16,December 28,nyg,det
17,December 31,rav,cin
17,January 3,nor,atl
17,January 3,sea,car
17,January 3,clt,cle
17,January 3,nyg,dal
17,January 3,was,jax
17,January 3,buf,mia
17,January 3,den,nwe
17,January 3,min,nyj
17,January 3,pit,oti
17,January 3,kan,sdg
17,January 3,ram,tam
17,January 3,rai,crd
17,January 3,det,chi
17,January 3,phi,sfo
17,January 4,htx,gnb
18,January 10,nyj,buf
18,January 10,atl,car
18,January 10,cle,cin
18,January 10,jax,clt
18,January 10,sfo,crd
18,January 10,sdg,den
18,January 10,det,gnb
18,January 10,oti,htx
18,January 10,rai,kan
18,January 10,chi,min
18,January 10,tam,nor
18,January 10,mia,nwe
18,January 10,phi,nyg
18,January 10,sea,ram
18,January 10,pit,rav
18,January 10,dal,was
